0	-0.0138637847936706	-0.0664970291368815	0.0201819142829172	
0.125	-0.0109617752090558	-0.0694281409633664	0.0164972919410989	
0.25	-0.00837450408256123	-0.071058392646126	0.01243661242961	
0.375	-0.00528512192615844	-0.0702924043652715	0.00591680547560155	
0.5	-0.00159059303649959	-0.0658966245172931	-0.00384755165138096	
0.625	0.00228225816704793	-0.0587825855181048	-0.015533174761883	
0.75	0.00564073108426705	-0.0494949906777342	-0.0274483172235032	
0.875	0.00811579339271132	-0.0385467242379747	-0.0388760566526065	
1	0.0105640844724006	-0.0270896930614663	-0.050511577368421	
1.125	0.0133495474677529	-0.0158995880460053	-0.0620570067004018	
1.25	0.0165551980936561	-0.00568598831215344	-0.072578286382559	
1.375	0.0196606600082301	0.00263190501261209	-0.0809159711242764	
1.5	0.0221106664779125	0.00920042088624427	-0.0867091108141117	
1.625	0.02351757734539	0.0146070020937698	-0.090521110837933	
1.75	0.0240802600045648	0.0193151960775852	-0.0928590070438534	
1.875	0.0238969067324122	0.0238378956918417	-0.0949745286701732	
2	0.0224625229786296	0.0280761712389065	-0.0980205623001823	
2.125	0.0199830914229644	0.0318226056332694	-0.102045136030906	
2.25	0.0169616001995578	0.0357962202400212	-0.106481864139849	
2.375	0.013781440926199	0.0407069881234813	-0.111172805223446	
2.5	0.0104940222242136	0.0463288341001059	-0.116502707384773	
2.625	0.00705322939059132	0.0523055205018791	-0.122571096669896	
2.75	0.00360824749852357	0.0585081387565142	-0.129265016927554	
2.875	-0.000384846120912995	0.0643360561222598	-0.133615728002033	
3	-0.00508847304904492	0.0684603661990905	-0.133484047162682	
3.125	-0.00984991042834142	0.070139911624527	-0.129760121200361	
3.25	-0.014833749764892	0.0690734682674807	-0.12195665332062	
3.375	-0.0204164029947117	0.0658683687604572	-0.111039865044094	
3.5	-0.0260883173692077	0.0612675140182726	-0.0985953899660098	
3.625	-0.0310005834484753	0.05616726178812	-0.0854563177833502	
3.75	-0.0346690349429456	0.0510354707842871	-0.0731622005701935	
3.875	-0.0366267565238008	0.0458005774816004	-0.0627282622712544	
4	-0.0367263478834343	0.0408859333700311	-0.0546439169733087	
4.125	-0.0353914000402927	0.0360607684704888	-0.0483599423700915	
4.25	-0.0333624516314351	0.0307662788657503	-0.0426966068284173	
4.375	-0.0313343336839968	0.0251477226795828	-0.0368460311977533	
4.5	-0.0292244706677093	0.0195878590070829	-0.0306875720335625	
4.625	-0.0273776400356644	0.0141976676978994	-0.0236535460122865	
4.75	-0.0264079900968981	0.00958823003219621	-0.0159775928193501	
4.875	-0.0261846212234076	0.00558625147339032	-0.00879184191504824	
5	-0.0260630154319119	0.00175641470816468	-0.00223944123965724	
5.125	-0.0258603309329959	-0.00170408333478823	0.00406148530647131	
5.25	-0.0263930489840486	-0.00461016502548301	0.0108984530736501	
5.375	-0.0277541442933028	-0.006387869887856	0.0188851481705657	
