# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec 16 09:44:13 2021
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%')
#
# COLUMN pl_name:        Planet Name 0
# COLUMN discoverymethod: Discovery Method 
# COLUMN pl_orbper:      Orbital Period [days] 2
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag 
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]) 6 
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius] 10
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass] 14
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity 18
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg] 22
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
#
pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim
HAT-P-20 b,Transit,2.87531700,0.00000400,-0.00000400,0,0.036100,0.000500,-0.000500,0,9.718,0.370,-0.370,0,2302.89900,59.43200,-59.43200,0,0.015000,0.005000,-0.005000,0,86.800,0.200,-0.200,0
HAT-P-21 b,Transit,4.12448100,0.00000700,-0.00000700,0,0.049500,0.000720,-0.000750,0,11.478,1.031,-1.031,0,1261.78510,41.31790,-41.31790,0,0.217000,0.010000,-0.010000,0,87.200,0.700,-0.700,0
HAT-P-21 b,Transit,4.12448000,0.00000700,-0.00000700,0,,,,,12.442,1.793,-1.793,0,1547.83210,498.99310,-498.99310,0,0.230000,0.020000,-0.020000,0,87.200,0.700,-0.700,0
HAT-P-21 b,Transit,4.12448100,0.00000700,-0.00000700,0,0.049400,0.000700,-0.000700,0,11.478,1.031,-1.031,0,1291.28900,51.16800,-51.16800,0,0.228000,0.016000,-0.016000,0,87.200,0.700,-0.700,0
HAT-P-22 b,Transit,3.21223328,0.00000058,-0.00000058,0,0.041710,0.000650,-0.000650,0,11.882,0.829,-0.829,0,696.68336,24.47291,-24.47291,0,,,,,86.460,0.410,-0.410,0
HAT-P-22 b,Transit,3.21222000,0.00000900,-0.00000900,0,0.041420,0.000530,-0.000540,0,12.106,0.650,-0.650,0,690.32676,17.48065,-17.79848,0,0.002000,,,1,86.900,0.600,-0.500,0
HAT-P-22 b,Transit,,,,,,,,,,,,,685.55931,18.75197,-18.75197,0,0.006400,0.008000,-0.004600,0,,,,
HAT-P-22 b,Transit,3.21222000,0.00000900,-0.00000900,0,0.041400,0.000500,-0.000500,0,12.106,0.650,-0.650,0,682.35200,19.38700,-19.38700,0,0.016000,0.009000,-0.009000,0,86.900,0.600,-0.500,0
HAT-P-22 b,Transit,3.21223120,0.00000120,-0.00000120,0,0.041400,0.000500,-0.000500,0,12.106,0.650,-0.650,0,682.69884,19.70546,-19.70546,0,0.016000,0.009000,-0.009000,0,86.900,0.600,-0.500,0
HAT-P-22 b,Transit,3.21222000,0.00000900,-0.00000900,0,,,,,12.890,2.130,-2.130,0,785.04010,101.70560,-101.70560,0,0.020000,0.010000,-0.010000,0,86.900,0.550,-0.550,0
HAT-P-23 b,Transit,1.21288287,0.00000017,-0.00000017,0,0.023200,0.000240,-0.000240,0,15.334,1.009,-1.009,0,626.12510,38.13960,-38.13960,0,0.052000,,,1,85.100,1.500,-1.500,0
HAT-P-23 b,Transit,1.21288287,0.00000017,-0.00000017,0,0.023020,0.000320,-0.000320,0,13.720,0.410,-0.410,0,658.00000,38.00000,-38.00000,0,0.000000,,,0,85.740,0.950,-0.950,0
HAT-P-23 b,Transit,1.21288000,0.00000200,-0.00000200,0,,,,,12.218,2.578,-2.578,0,425.89220,187.51970,-187.51970,0,0.110000,0.040000,-0.040000,0,85.100,1.500,-1.500,0
HAT-P-23 b,Transit,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-23 b,Transit,1.21288400,,,0,,,,,15.356,,,0,664.26470,34.96130,-34.96130,0,0.106000,,,0,,,,
HAT-P-23 b,Transit,1.21288670,0.00000020,-0.00000020,0,,,,,,,,,,,,,0.096000,0.024000,-0.024000,0,87.400,1.700,-2.000,0
HAT-P-23 b,Transit,1.21288400,0.00000200,-0.00000200,0,0.023200,0.000200,-0.000200,0,15.334,1.009,-1.009,0,664.23700,35.27800,-35.27800,0,0.106000,0.044000,-0.044000,0,85.100,1.500,-1.500,0
HAT-P-24 b,Transit,,,,,,,,,,,,,227.24845,11.12405,-11.12405,0,0.033000,0.027000,-0.021000,0,,,,
HAT-P-24 b,Transit,3.35524000,0.00000700,-0.00000700,0,,,,,14.572,2.354,-2.354,0,238.37250,79.45750,-79.45750,0,0.070000,0.020000,-0.020000,0,88.600,0.700,-0.700,0
HAT-P-24 b,Transit,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-24 b,Transit,3.35524640,,,0,0.046500,0.000600,-0.000600,0,14.751,,,0,217.71355,10.48839,-10.48839,0,,,,,90.000,0.100,-0.100,0
HAT-P-24 b,Transit,3.35524000,0.00000700,-0.00000700,0,0.046500,0.000600,-0.000600,0,13.922,0.751,-0.751,0,217.70400,10.48800,-10.48800,0,0.067000,0.024000,-0.024000,0,88.600,0.700,-0.700,0
HAT-P-24 b,Transit,3.35524790,0.00000620,-0.00000620,0,0.046510,0.000550,-0.000560,0,13.922,0.751,-0.751,0,229.79109,9.85273,-9.53490,0,0.038000,,,1,88.600,0.700,-0.700,0
HAT-P-25 b,Transit,3.65281514,0.00000076,-0.00000075,0,0.046600,0.000810,-0.000800,0,12.722,0.538,-0.538,0,180.84527,7.31009,-6.99226,0,0.023000,0.022000,-0.014000,0,88.220,0.450,-0.360,0
HAT-P-25 b,Transit,3.65283600,0.00001900,-0.00001900,0,0.046590,0.000490,-0.000500,0,13.339,0.908,-0.628,0,180.20961,6.99226,-6.99226,0,0.033000,,,1,87.600,0.500,-0.500,0
HAT-P-25 b,Transit,3.65281591,0.00000067,-0.00000067,0,,,,,,,,,,,,,,,,,,,,
HAT-P-25 b,Transit,3.65283600,0.00001900,-0.00001900,0,0.046600,0.000500,-0.000500,0,13.339,0.908,-0.628,0,180.20200,6.99200,-6.99200,0,0.032000,0.022000,-0.022000,0,87.600,0.500,-0.500,0
HAT-P-26 b,Transit,4.23451600,0.00001500,-0.00001500,0,0.047900,0.000600,-0.000600,0,6.333,0.807,-0.359,0,18.75100,2.22500,-2.22500,0,0.124000,0.060000,-0.060000,0,88.600,0.500,-0.900,0
HAT-P-26 b,Transit,,,,,,,,,,,,,18.91089,2.28838,-2.25659,0,0.140000,0.120000,-0.080000,0,,,,
HAT-P-26 b,Transit,4.23452000,0.00001500,-0.00001500,0,,,,,7.062,0.448,-0.448,0,22.24810,6.35660,-6.35660,0,0.120000,0.060000,-0.060000,0,88.600,0.700,-0.700,0
HAT-P-26 b,Transit,4.23450230,0.00000070,-0.00000070,0,,,,,,,,,,,,,,,,,,,,
HAT-P-27 b,Transit,3.03957700,0.00000500,-0.00000600,0,0.040000,0.000800,-0.000800,0,11.430,0.780,-0.670,0,197.05000,9.53000,-9.53000,0,0.000000,,,0,85.000,0.200,-0.200,0
HAT-P-27 b,Transit,3.03958600,0.00001200,-0.00001200,0,0.040300,0.000500,-0.000500,0,11.635,0.863,-0.650,0,209.75900,10.48790,-10.48790,0,0.078000,0.047000,-0.047000,0,84.700,0.400,-0.700,0
HAT-P-27 b,Transit,3.03958030,0.00000150,-0.00000150,0,,,,,,,,,,,,,,,,,85.080,0.070,-0.070,0
HAT-P-27 b,Transit,3.03958240,0.00000350,-0.00000350,0,0.039980,0.000840,-0.000910,0,11.433,0.785,-0.673,0,195.78328,9.53490,-9.53490,0,0.028000,,,1,85.000,0.200,-0.200,0
HAT-P-28 b,Transit,3.25721500,0.00000700,-0.00000700,0,0.043400,0.000700,-0.000700,0,13.585,1.267,-0.919,0,198.95300,11.75900,-11.75900,0,0.051000,0.033000,-0.033000,0,88.000,0.900,-0.900,0
HAT-P-28 b,Transit,3.25721500,0.00000700,-0.00000700,0,0.043370,0.000660,-0.000700,0,13.585,1.233,-0.919,0,202.45771,11.75971,-11.75971,0,0.039000,,,1,88.000,0.900,-0.900,0
HAT-P-29 b,Transit,5.72339000,0.00000100,-0.00000100,0,0.066690,0.000840,-0.000860,0,12.408,1.569,-0.919,0,214.85308,11.12405,-10.80622,0,0.104000,0.021000,-0.018000,0,87.100,0.500,-0.700,0
HAT-P-29 b,Transit,,,,,,,,,,,,,245.68259,16.52716,-16.20933,0,0.061000,0.044000,-0.036000,0,,,,
HAT-P-29 b,Transit,5.72319000,0.00004900,-0.00004900,0,,,,,13.115,1.457,-1.457,0,279.69040,79.45750,-79.45750,0,0.090000,0.050000,-0.050000,0,87.100,0.600,-0.600,0
HAT-P-29 b,Transit,5.72337730,0.00000720,-0.00000720,0,,,,,,,,,,,,,,,,,,,,
HAT-P-29 b,Transit,5.72339000,0.00001300,-0.00001300,0,0.066500,0.001100,-0.001100,0,11.926,0.841,-0.762,0,243.77561,14.93801,-14.30235,0,0.075000,0.029000,-0.027000,0,87.990,0.610,-0.560,0
HAT-P-29 b,Transit,5.72318600,0.00004900,-0.00004900,0,0.066700,0.000800,-0.000800,0,12.408,1.524,-0.919,0,247.26100,24.15400,-12.71300,0,0.095000,0.047000,-0.047000,0,87.100,0.500,-0.700,0
HAT-P-3 b,Transit,2.89973800,0.00000700,-0.00000700,0,,,,,9.976,0.235,-0.325,0,190.38017,8.26358,-8.26358,0,,,,,86.750,0.220,-0.210,0
HAT-P-3 b,Transit,2.89973838,0.00000027,-0.00000027,0,0.038780,0.000650,-0.000650,0,10.211,0.381,-0.381,0,189.10885,7.62792,-7.62792,0,,,,,86.310,0.190,-0.190,0
HAT-P-3 b,Transit,2.89970300,,,0,0.038820,0.000600,-0.000770,0,10.077,0.482,-0.549,0,189.42668,7.62792,-8.26358,0,,,,,87.240,0.690,-0.690,0
HAT-P-3 b,Transit,2.89970000,0.00005400,-0.00005400,0,,,,,10.536,0.785,-0.785,0,206.58950,34.96130,-34.96130,0,0.000000,,,0,87.240,0.690,-0.690,0
HAT-P-3 b,Transit,2.89970300,0.00005400,-0.00005400,0,0.038940,0.000700,-0.000700,0,9.976,0.516,-0.516,0,190.38017,8.26358,-8.26358,0,0.000000,,,0,87.240,0.690,-0.690,0
HAT-P-3 b,Transit,2.89973600,,,0,0.038710,0.000420,-0.000420,0,,,,,187.83753,8.89924,-8.89924,0,0.000000,,,0,,,,
HAT-P-3 b,Transit,2.89973600,0.00000200,-0.00000200,0,0.038420,0.000800,-0.000800,0,10.615,0.347,-0.347,0,185.61272,8.89924,-8.89924,0,,,,,86.150,0.190,-0.190,0
HAT-P-3 b,Transit,2.89973600,0.00000200,-0.00000200,0,0.038660,0.000410,-0.000410,0,9.270,0.616,-0.616,0,187.83000,5.72100,-5.72100,0,0.000000,,,0,87.070,0.550,-0.550,0
HAT-P-3 b,Transit,2.89973600,0.00000200,-0.00000200,0,0.038990,0.000620,-0.000650,0,10.077,0.482,-0.549,0,193.55847,6.67443,-6.99226,0,0.010000,,,1,87.240,0.690,-0.690,0
HAT-P-3 b,Transit,2.89973700,0.00000400,-0.00000400,0,,,,,,,,,,,,,,,,,86.750,0.100,-0.100,0
HAT-P-30 b,Transit,2.81060840,0.00000110,-0.00000110,0,0.041900,0.000460,-0.000460,0,16.466,0.437,-0.415,0,232.96939,7.31009,-7.31009,0,,,,,82.700,0.190,-0.190,0
HAT-P-30 b,Transit,2.81060000,0.00000500,-0.00000500,0,,,,,16.141,1.681,-1.681,0,263.79890,57.20940,-57.20940,0,0.040000,0.020000,-0.020000,0,83.600,0.040,-0.040,0
HAT-P-30 b,Transit,2.81059500,0.00000500,-0.00000500,0,0.041900,0.000460,-0.000460,0,15.020,0.729,-0.729,0,237.10118,6.35660,-6.67443,0,0.016000,,,1,83.600,0.040,-0.040,0
HAT-P-30 b,Transit,,,,,,,,,,,,,230.74458,8.58141,-8.58141,0,0.020000,0.022000,-0.014000,0,,,,
HAT-P-30 b,Transit,2.81059500,0.00000500,-0.00000500,0,0.041900,0.000500,-0.000500,0,15.020,0.729,-0.729,0,225.96800,8.89900,-8.89900,0,0.035000,0.024000,-0.024000,0,83.600,0.400,-0.400,0
HAT-P-31 b,Transit,5.00542500,0.00009200,-0.00009200,0,0.061000,0.001300,-0.001100,0,11.994,2.690,-1.793,0,682.38101,28.60470,-24.79074,0,0.261700,0.009300,-0.009500,0,87.100,1.800,-2.700,0
HAT-P-31 b,Transit,,,,,,,,,,,,,707.80741,28.28687,-28.60470,0,0.241900,0.009900,-0.009700,0,,,,
HAT-P-31 b,Transit,5.00527240,0.00000630,-0.00000630,0,,,,,,,,,,,,,,,,,,,,
HAT-P-31 b,Transit,5.00542000,0.00009100,-0.00009100,0,,,,,12.218,1.681,-1.681,0,721.47410,266.97720,-266.97720,0,0.250000,0.000000,0.000000,0,87.100,2.250,-2.250,0
HAT-P-31 b,Transit,5.00542500,0.00009100,-0.00009200,0,0.055000,0.015000,-0.015000,0,11.990,2.690,-1.790,0,689.98000,33.37100,-24.47200,0,0.245000,0.004500,-0.004500,0,87.100,1.800,-2.700,0
HAT-P-32 b,Transit,,,,,,,,,,,,,251.08570,47.67450,-47.67450,0,0.200000,0.190000,-0.130000,0,,,,
HAT-P-32 b,Transit,2.15000800,,,0,,,,,,,,,,,,,0.000000,,,0,89.330,0.580,-0.800,0
HAT-P-32 b,Transit,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-32 b,Transit,2.15000800,0.00000100,-0.00000100,0,0.034300,0.000400,-0.000400,0,20.053,0.280,-0.280,0,273.32200,52.12200,-52.12200,0,0.000000,,,0,88.900,0.400,-0.400,0
HAT-P-32 b,Transit,2.15000820,0.00000013,-0.00000013,0,0.033970,0.000510,-0.000500,0,22.194,0.504,-0.504,0,216.12440,34.96130,-31.78300,0,0.159000,0.051000,-0.028000,0,88.980,0.680,-0.850,0
HAT-P-32 b,Transit,2.15000850,0.00000020,-0.00000020,0,,,,,20.131,0.314,-0.303,0,273.33380,52.12412,-52.12412,0,,,,,89.120,0.610,-0.680,0
HAT-P-32 b,Transit,2.15000825,0.00000012,-0.00000012,0,0.034270,0.000400,-0.000420,0,20.053,0.280,-0.280,0,238.37250,41.31790,-41.31790,0,0.044000,,,1,88.900,0.400,-0.400,0
HAT-P-32 b,Transit,2.15000805,0.00000093,-0.00000097,0,0.034300,0.000400,-0.000400,0,20.053,0.280,-0.280,0,,,,,0.007200,0.070000,-0.006400,0,88.900,0.400,-0.400,0
HAT-P-32 b,Transit,2.15001000,0.00000100,-0.00000100,0,,,,,19.616,1.569,-1.569,0,263.79890,66.74430,-66.74430,0,0.000000,,,0,88.900,0.400,-0.400,0
HAT-P-33 b,Transit,3.47447400,0.00000100,-0.00000100,0,0.049950,0.000480,-0.000490,0,18.898,0.504,-0.504,0,209.76780,44.49620,-44.49620,0,0.220000,,,1,87.200,0.000,-0.100,0
HAT-P-33 b,Transit,,,,,,,,,,,,,206.58950,44.49620,-44.49620,0,0.130000,0.190000,-0.100000,0,,,,
HAT-P-33 b,Transit,3.47447000,0.00000100,-0.00000100,0,,,,,20.737,5.492,-5.492,0,292.40360,158.91500,-158.91500,0,0.000000,,,0,87.200,0.050,-0.050,0
HAT-P-33 b,Transit,3.47447400,0.00000100,-0.00000100,0,0.049900,0.000500,-0.000500,0,18.898,0.504,-0.504,0,242.17600,32.09900,-32.09900,0,0.000000,,,0,87.200,0.000,-0.100,0
HAT-P-34 b,Transit,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-34 b,Transit,5.45265400,0.00001600,-0.00001600,0,0.067740,0.000740,-0.000760,0,13.417,1.457,-1.031,0,1058.37390,66.74430,-63.56600,0,0.432000,0.029000,-0.027000,0,87.100,1.200,-1.200,0
HAT-P-34 b,Transit,5.45265000,0.00001600,-0.00001600,0,,,,,15.132,2.578,-2.578,0,2227.98830,874.03250,-874.03250,0,0.440000,0.030000,-0.030000,0,87.100,1.200,-1.200,0
HAT-P-34 b,Transit,5.45265400,0.00001600,-0.00001600,0,0.067700,0.000800,-0.000800,0,13.417,1.435,-1.031,0,1057.69400,67.05900,-67.05900,0,0.441000,0.032000,-0.032000,0,87.100,1.200,-1.200,0
HAT-P-34 b,Transit,5.45264700,0.00000310,-0.00000310,0,,,,,,,,,,,,,,,,,,,,
HAT-P-34 b,Transit,,,,,,,,,,,,,1249.07190,88.99240,-88.99240,0,0.411000,0.029000,-0.028000,0,,,,
HAT-P-34 b,Transit,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-35 b,Transit,3.64670600,0.00002100,-0.00002100,0,0.049780,0.000640,-0.000660,0,14.930,1.098,-1.098,0,335.62848,10.48839,-10.48839,0,0.020000,,,1,87.300,1.000,-1.000,0
HAT-P-35 b,Transit,3.64671000,0.00002100,-0.00002100,0,,,,,39.792,54.588,-54.588,0,2390.08160,6566.36780,-6566.36780,0,0.030000,0.020000,-0.020000,0,87.300,1.000,-1.000,0
HAT-P-35 b,Transit,3.64670600,0.00002100,-0.00002100,0,0.049800,0.000600,-0.000600,0,14.930,1.098,-1.098,0,334.97900,10.48800,-10.48800,0,0.025000,0.018000,-0.018000,0,87.300,1.000,-1.000,0
HAT-P-35 b,Transit,3.64665660,0.00000120,-0.00000120,0,,,,,,,,,,,,,,,,,,,,
HAT-P-36 b,Transit,1.32734683,0.00000048,-0.00000048,0,0.023880,0.000320,-0.000320,0,14.617,0.280,-0.280,0,588.62116,30.19385,-30.19385,0,,,,,85.860,0.210,-0.210,0
HAT-P-36 b,Transit,1.32734683,0.00000048,-0.00000048,0,0.024100,0.000470,-0.000470,0,14.314,0.224,-0.224,0,587.41341,27.65121,-27.65121,0,,,,,87.130,0.004,-0.130,0
HAT-P-36 b,Transit,1.32734700,0.00000300,-0.00000300,0,0.023820,0.000380,-0.000390,0,14.168,0.796,-0.796,0,587.98550,31.78300,-31.78300,0,0.059000,,,1,86.000,1.300,-1.300,0
HAT-P-36 b,Transit,1.32735000,0.00000300,-0.00000300,0,,,,,12.890,1.121,-1.121,0,486.27990,101.70560,-101.70560,0,0.060000,0.030000,-0.030000,0,86.000,1.300,-1.300,0
HAT-P-36 b,Transit,1.32734700,0.00000300,-0.00000300,0,0.023800,0.000400,-0.000400,0,14.168,0.796,-0.796,0,582.24000,31.46400,-31.46400,0,0.063000,0.032000,-0.032000,0,86.000,1.300,-1.300,0
HAT-P-36 b,Transit,1.32734660,0.00000033,-0.00000033,0,0.024020,0.000360,-0.000350,0,15.211,0.392,-0.381,0,611.82275,27.01555,-25.74423,0,0.063000,0.021000,-0.023000,0,85.190,0.720,-0.550,0
HAT-P-37 b,Transit,2.79744710,0.00000110,-0.00000110,0,0.037910,0.000590,-0.000590,0,13.798,0.538,-0.482,0,378.21770,34.96130,-34.96130,0,,,,,86.670,0.400,-0.330,0
HAT-P-37 b,Transit,2.79743600,0.00000700,-0.00000700,0,0.037930,0.000560,-0.000580,0,13.204,0.863,-0.863,0,381.39600,38.13960,-34.96130,0,0.140000,,,1,86.900,0.400,-0.500,0
HAT-P-37 b,Transit,2.79743600,0.00000700,-0.00000700,0,0.037900,0.000600,-0.000600,0,13.204,0.863,-0.863,0,371.52800,32.73500,-32.73500,0,0.058000,0.038000,-0.038000,0,86.900,0.400,-0.500,0
HAT-P-38 b,Transit,4.64038200,0.00003200,-0.00003200,0,0.052310,0.000850,-0.000890,0,9.247,1.031,-0.706,0,84.86061,6.35660,-6.35660,0,0.055000,,,1,88.300,0.700,-0.700,0
HAT-P-38 b,Transit,4.64038200,0.00003200,-0.00003200,0,0.052300,0.000900,-0.000900,0,9.247,1.031,-0.706,0,84.85700,6.35600,-6.35600,0,0.067000,0.047000,-0.047000,0,88.300,0.700,-0.700,0
HAT-P-38 b,Transit,4.64032930,0.00000170,-0.00000170,0,,,,,,,,,,,,,,,,,,,,
HAT-P-39 b,Transit,3.54387000,0.00000500,-0.00000500,0,0.050900,0.000600,-0.000600,0,17.609,1.211,-0.908,0,190.37200,31.46400,-31.46400,0,0.000000,,,0,87.000,1.000,-1.000,0
HAT-P-39 b,Transit,3.54387000,0.00000500,-0.00000500,0,0.050950,0.000620,-0.000630,0,17.609,1.233,-0.908,0,180.84527,28.28687,-34.96130,0,0.170000,,,1,87.000,1.000,-1.000,0
HAT-P-4 b,Transit,3.05652540,0.00000120,-0.00000120,0,0.044490,0.000830,-0.001200,0,14.280,0.549,-0.673,0,206.90733,10.48839,-11.75971,0,0.007300,,,1,89.910,0.090,-2.200,0
HAT-P-4 b,Transit,3.05653600,0.00005700,-0.00005700,0,0.044600,0.001200,-0.001200,0,14.235,0.560,-0.560,0,216.12440,12.71320,-12.71320,0,0.000000,,,0,89.900,0.100,-2.200,0
HAT-P-4 b,Transit,3.05653600,,,0,0.044380,0.000810,-0.001500,0,14.280,0.549,-0.673,0,213.25500,10.48800,-13.98400,0,0.000000,,,0,89.910,0.090,-2.200,0
HAT-P-4 b,Transit,3.05651950,0.00000250,-0.00000250,0,,,,,15.323,0.583,-0.493,0,176.71348,21.61244,-21.61244,0,0.000000,,,0,88.760,0.890,-1.380,0
HAT-P-4 b,Transit,3.05651950,0.00000250,-0.00000250,0,0.044650,0.001410,-0.000820,0,14.986,0.886,-0.404,0,216.12440,14.62018,-9.53490,0,,,,,89.200,0.800,-1.500,0
HAT-P-4 b,Transit,3.05632800,0.00002800,-0.00002800,0,0.044500,0.001200,-0.001200,0,,,,,208.17865,14.30235,-14.30235,0,0.084000,0.014000,-0.014000,0,,,,
HAT-P-4 b,Transit,3.05651140,0.00000280,-0.00000280,0,,,,,14.930,0.583,-0.583,0,216.12000,12.71000,-12.71000,0,0.000000,,,0,89.670,0.300,-0.300,0
HAT-P-4 b,Transit,,,,,,,,,,,,,203.09337,13.66669,-13.34886,0,0.004000,0.017000,-0.003100,0,,,,
HAT-P-40 b,Transit,4.45724300,0.00001000,-0.00001000,0,0.060760,0.000620,-0.001500,0,19.392,0.695,-0.695,0,184.65923,10.48839,-10.80622,0,0.120000,,,1,88.300,0.900,-0.900,0
HAT-P-40 b,Transit,4.45724000,0.00001000,-0.00001000,0,,,,,17.038,1.906,-1.906,0,152.55840,41.31790,-41.31790,0,0.000000,,,0,88.300,0.900,-0.900,0
HAT-P-40 b,Transit,4.45724300,0.00001000,-0.00001000,0,0.060800,0.000600,-0.001500,0,19.392,0.695,-0.695,0,195.45700,12.07700,-12.07700,0,0.000000,,,0,88.300,0.900,-0.900,0
HAT-P-41 b,Transit,2.69404700,0.00000400,-0.00000400,0,0.042580,0.000470,-0.000480,0,18.887,0.852,-0.572,0,252.67485,17.79848,-28.92253,0,0.220000,,,1,87.700,1.000,-1.000,0
HAT-P-41 b,Transit,,,,,,,,,,,,,,,,,,,,,,,,
HAT-P-41 b,Transit,2.69405000,0.00000400,-0.00000400,0,,,,,22.978,5.604,-5.604,0,378.21770,190.69800,-190.69800,0,0.000000,,,0,87.700,1.000,-1.000,0
HAT-P-41 b,Transit,2.69404700,0.00000400,-0.00000400,0,0.042600,0.000500,-0.000500,0,18.887,0.852,-0.572,0,254.25300,32.41700,-32.41700,0,0.000000,,,0,87.700,1.000,-1.000,0
HAT-P-41 b,Transit,2.69404700,0.00000400,-0.00000400,0,,,,,18.887,0.852,-0.572,0,254.26400,31.78300,-31.78300,0,,,,,,,,
HAT-P-42 b,Transit,4.64187800,0.00003200,-0.00003200,0,0.057500,0.001100,-0.001100,0,14.348,1.681,-1.681,0,279.69040,44.49620,-41.31790,0,0.110000,,,1,85.900,1.300,-0.800,0
HAT-P-42 b,Transit,4.64183810,0.00000800,-0.00000800,0,,,,,,,,,,,,,,,,,,,,
HAT-P-42 b,Transit,4.64187800,0.00003200,-0.00003200,0,0.057500,0.001100,-0.001100,0,14.348,1.715,-1.715,0,331.80100,26.37900,-26.37900,0,0.000000,,,0,85.900,1.300,-0.800,0
HAT-P-43 b,Transit,3.33268300,0.00000190,-0.00000190,0,,,,,,,,,,,,,,,,,,,,
HAT-P-43 b,Transit,3.33268700,0.00001500,-0.00001500,0,0.044300,0.000400,-0.000600,0,14.359,0.695,-0.370,0,210.39500,19.06900,-19.06900,0,0.000000,,,0,88.700,0.700,-0.700,0
HAT-P-43 b,Transit,3.33268700,0.00001500,-0.00001500,0,0.044450,0.000450,-0.000530,0,14.359,0.695,-0.370,0,232.01590,101.70560,-44.49620,0,0.210000,,,1,88.700,0.700,-0.700,0
HAT-P-43 b,Transit,3.33264140,0.00001510,-0.00001530,0,0.044400,0.002100,-0.002100,0,13.630,0.640,-0.630,0,,,,,,,,,,,,
HAT-P-44 b,Transit,4.30118860,0.00000100,-0.00000100,0,,,,,,,,,,,,,,,,,,,,
HAT-P-44 b,Transit,4.30121900,0.00001900,-0.00001900,0,0.050700,0.000700,-0.000700,0,13.922,1.188,-0.572,0,111.87100,9.21700,-9.21700,0,0.044000,0.052000,-0.052000,0,89.100,0.400,-0.400,0
HAT-P-45 b,Transit,3.12899230,0.00000140,-0.00000140,0,,,,,,,,,,,,,,,,,,,,
HAT-P-45 b,Transit,3.12899200,0.00002100,-0.00002100,0,0.045210,0.000690,-0.000700,0,15.984,2.018,-0.975,0,273.33380,34.96130,-38.13960,0,0.110000,,,1,87.800,0.900,-0.900,0
HAT-P-45 b,Transit,3.12899200,0.00002100,-0.00002100,0,0.045200,0.000700,-0.000700,0,15.984,1.962,-0.975,0,283.49200,43.54100,-31.46400,0,0.049000,0.063000,-0.063000,0,87.800,0.900,-0.900,0
HAT-P-46 b,Transit,4.46312900,0.00004800,-0.00004800,0,0.057700,0.001400,-0.000900,0,14.392,3.038,-1.491,0,156.68400,26.06100,-16.52600,0,0.123000,0.120000,-0.120000,0,85.500,0.800,-2.300,0
HAT-P-46 b,Transit,4.46313650,0.00000500,-0.00000500,0,,,,,,,,,,,,,,,,,,,,
HAT-P-49 b,Transit,2.69154800,0.00000600,-0.00000600,0,0.043800,0.000500,-0.000500,0,15.838,1.435,-0.863,0,549.82300,65.15200,-65.15200,0,0.000000,,,0,86.200,1.700,-1.700,0
