# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec 16 09:44:13 2021
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%')
#
# COLUMN pl_name:        Planet Name 0
# COLUMN discoverymethod: Discovery Method 
# COLUMN pl_orbper:      Orbital Period [days] 2
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag 
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]) 6 
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius] 10
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass] 14
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity 18
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg] 22
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
#
pl_name,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim
Kepler-197 c,Transit,10.34971385,0.00002991,-0.00002991,0,0.090500,,,0,1.260,0.040,-0.040,0,,,,,0.000000,,,0,89.380,,,0
Kepler-197 c,Transit,10.34971100,0.00005400,-0.00005400,0,,,,,1.208,0.048,-0.048,0,,,,,0.080000,0.210000,-0.080000,0,,,,
Kepler-197 c,Transit,,,,,,,,,1.514,0.065,-0.233,0,,,,,,,,,,,,
Kepler-197 c,Transit,10.34973276,0.00002951,-0.00002951,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-197 c,Transit,10.34967800,0.00006000,-0.00006000,0,0.089000,,,0,1.400,0.190,-0.190,0,,,,,0.000000,,,0,84.800,,,0
Kepler-197 c,Transit,10.34969500,0.00004500,-0.00004500,0,0.090000,,,0,1.230,0.040,-0.040,0,,,,,,,,,,,,
Kepler-197 c,Transit,10.34971385,0.00002991,-0.00002991,0,0.090500,,,0,1.260,0.040,-0.040,0,,,,,0.000000,,,0,89.380,,,0
Kepler-197 c,Transit,10.34976692,0.00000336,-0.00000336,0,,,,,,,,,,,,,,,,,,,,
Kepler-197 c,Transit,10.35000000,,,0,,,,,1.230,0.040,-0.040,0,5.30000,3.30000,-2.90000,0,,,,,,,,
Kepler-197 c,Transit,10.34971385,0.00002991,-0.00002991,0,0.090500,,,0,1.260,0.040,-0.040,0,,,,,0.000000,,,0,89.380,,,0
Kepler-197 c,Transit,10.34974585,0.00002554,-0.00002554,0,,,,,,,,,,,,,,,,,,,,
Kepler-197 c,Transit,10.34973276,0.00002951,-0.00002951,0,0.089800,,,0,1.440,0.040,-0.050,0,,,,,0.000000,,,0,83.510,,,0
Kepler-197 d,Transit,15.67756112,0.00006216,-0.00006216,0,0.119400,,,0,1.150,0.030,-0.040,0,,,,,0.000000,,,0,89.950,,,0
Kepler-197 d,Transit,15.67756112,0.00006216,-0.00006216,0,,,,,1.150,0.050,-0.040,0,,,,,,,,,,,,
Kepler-197 d,Transit,15.67756112,0.00006216,-0.00006216,0,0.119400,,,0,1.150,0.030,-0.040,0,,,,,0.000000,,,0,89.950,,,0
Kepler-197 d,Transit,,,,,,,,,1.500,0.130,-0.220,0,,,,,,,,,,,,
Kepler-197 d,Transit,15.67750191,0.00005785,-0.00005785,0,0.118500,,,0,1.420,0.050,-0.050,0,,,,,0.000000,,,0,84.550,,,0
Kepler-197 d,Transit,15.67770919,0.00000452,-0.00000452,0,,,,,,,,,,,,,,,,,,,,
Kepler-197 d,Transit,15.67756112,0.00006216,-0.00006216,0,0.119400,,,0,1.150,0.030,-0.040,0,,,,,0.000000,,,0,89.950,,,0
Kepler-197 d,Transit,15.67757000,0.00011000,-0.00011000,0,0.117000,,,0,1.360,0.180,-0.180,0,,,,,0.000000,,,0,85.940,,,0
Kepler-197 d,Transit,15.67787000,0.00013000,-0.00013000,0,,,,,1.244,0.049,-0.049,0,,,,,0.030000,0.200000,-0.030000,0,,,,
Kepler-197 d,Transit,15.67700000,,,0,,,,,,,,,,,,,,,,,,,,
Kepler-197 d,Transit,15.67756300,0.00009600,-0.00009600,0,0.119000,,,0,1.220,0.100,-0.100,0,,,,,,,,,,,,
Kepler-197 d,Transit,15.67754660,0.00004820,-0.00004820,0,,,,,,,,,,,,,,,,,,,,
Kepler-197 d,Transit,15.67750191,0.00005785,-0.00005785,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-197 e,Transit,25.20998450,0.00023620,-0.00023620,0,0.163800,,,0,0.890,0.030,-0.020,0,,,,,0.000000,,,0,88.240,,,0
Kepler-197 e,Transit,,,,,,,,,1.005,0.253,-0.096,0,,,,,,,,,,,,
Kepler-197 e,Transit,25.20998450,0.00023620,-0.00023620,0,0.163800,,,0,0.890,0.030,-0.020,0,,,,,0.000000,,,0,88.240,,,0
Kepler-197 e,Transit,25.21001460,0.00020370,-0.00020370,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-197 e,Transit,25.20998450,0.00023620,-0.00023620,0,0.163800,,,0,0.890,0.030,-0.020,0,,,,,0.000000,,,0,88.240,,,0
Kepler-197 e,Transit,25.21001460,0.00020370,-0.00020370,0,0.162600,,,0,0.950,0.040,-0.030,0,,,,,0.000000,,,0,87.690,,,0
Kepler-197 e,Transit,25.21031419,0.00015921,-0.00015921,0,,,,,,,,,,,,,,,,,,,,
Kepler-197 e,Transit,25.20970000,0.00140000,-0.00140000,0,,,,,0.983,0.048,-0.048,0,,,,,0.380000,0.250000,-0.170000,0,,,,
Kepler-197 e,Transit,25.20971000,0.00035000,-0.00035000,0,0.160000,,,0,1.120,0.150,-0.150,0,,,,,0.000000,,,0,87.090,,,0
Kepler-197 e,Transit,25.20971500,0.00038700,-0.00038700,0,0.164000,,,0,0.910,0.040,-0.040,0,,,,,,,,,,,,
Kepler-197 e,Transit,25.20998450,0.00023620,-0.00023620,0,,,,,0.900,0.180,-0.050,0,,,,,,,,,,,,
Kepler-197 e,Transit,25.21086086,0.00002708,-0.00002708,0,,,,,,,,,,,,,,,,,,,,
Kepler-198 b,Transit,17.79002419,0.00002161,-0.00002161,0,0.131100,,,0,2.620,1.000,-0.210,0,,,,,0.000000,,,0,89.950,,,0
Kepler-198 b,Transit,17.78974200,0.00005500,-0.00005500,0,0.131000,,,0,2.370,0.760,-0.760,0,,,,,0.000000,,,0,89.950,,,0
Kepler-198 b,Transit,17.79001678,0.00003203,-0.00003203,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-198 b,Transit,17.79003700,0.00003500,-0.00003500,0,0.131000,,,0,2.820,0.420,-0.420,0,,,,,,,,,,,,
Kepler-198 b,Transit,17.79002419,0.00002161,-0.00002161,0,0.131100,,,0,2.620,1.000,-0.210,0,,,,,0.000000,,,0,89.950,,,0
Kepler-198 b,Transit,17.79002419,0.00002161,-0.00002161,0,,,,,2.850,0.160,-0.120,0,,,,,,,,,,,,
Kepler-198 b,Transit,17.79001285,0.00001565,-0.00001565,0,,,,,,,,,,,,,,,,,,,,
Kepler-198 b,Transit,17.79001678,0.00003203,-0.00003203,0,0.130400,,,0,2.700,0.360,-0.190,0,,,,,0.000000,,,0,89.660,,,0
Kepler-198 b,Transit,17.78999569,0.00000122,-0.00000122,0,,,,,,,,,,,,,,,,,,,,
Kepler-198 b,Transit,17.79002419,0.00002161,-0.00002161,0,0.131100,,,0,2.620,1.000,-0.210,0,,,,,0.000000,,,0,89.950,,,0
Kepler-198 b,Transit,,,,,,,,,2.625,0.124,-0.113,0,,,,,,,,,,,,
Kepler-198 c,Transit,,,,,,,,,2.826,0.121,-0.410,0,,,,,,,,,,,,
Kepler-198 c,Transit,49.56753590,0.00012390,-0.00012390,0,0.259600,,,0,2.440,0.940,-0.190,0,,,,,0.000000,,,0,89.380,,,0
Kepler-198 c,Transit,49.56741600,0.00022000,-0.00022000,0,0.259000,,,0,2.470,0.370,-0.370,0,,,,,,,,,,,,
Kepler-198 c,Transit,49.56786126,0.00010543,-0.00010543,0,,,,,,,,,,,,,,,,,,,,
Kepler-198 c,Transit,49.56740850,0.00018670,-0.00018670,0,0.258300,,,0,2.910,0.380,-0.210,0,,,,,0.000000,,,0,89.060,,,0
Kepler-198 c,Transit,49.56753590,0.00012390,-0.00012390,0,,,,,2.650,0.270,-0.190,0,,,,,,,,,,,,
Kepler-198 c,Transit,49.56753590,0.00012390,-0.00012390,0,0.259600,,,0,2.440,0.940,-0.190,0,,,,,0.000000,,,0,89.380,,,0
Kepler-198 c,Transit,49.56681000,0.00027000,-0.00027000,0,0.260000,,,0,2.630,0.840,-0.840,0,,,,,0.000000,,,0,89.380,,,0
Kepler-198 c,Transit,49.56752919,0.00000245,-0.00000245,0,,,,,,,,,,,,,,,,,,,,
Kepler-198 c,Transit,49.56753590,0.00012390,-0.00012390,0,0.259600,,,0,2.440,0.940,-0.190,0,,,,,0.000000,,,0,89.380,,,0
Kepler-198 c,Transit,49.56740850,0.00018670,-0.00018670,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-198 d,Transit,1.31184443,0.00000133,-0.00000133,0,0.023100,,,0,1.380,0.530,-0.110,0,,,,,0.000000,,,0,88.810,,,0
Kepler-198 d,Transit,1.31184443,0.00000133,-0.00000133,0,0.023100,,,0,1.380,0.530,-0.110,0,,,,,0.000000,,,0,88.810,,,0
Kepler-198 d,Transit,1.31184297,0.00000202,-0.00000202,0,0.022900,,,0,1.430,0.190,-0.100,0,,,,,0.000000,,,0,88.780,,,0
Kepler-198 d,Transit,1.31184443,0.00000133,-0.00000133,0,,,,,1.530,0.090,-0.070,0,,,,,,,,,,,,
Kepler-198 d,Transit,1.31184954,0.00000130,-0.00000130,0,,,,,,,,,,,,,,,,,,,,
Kepler-198 d,Transit,1.31184297,0.00000202,-0.00000202,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-198 d,Transit,1.31184510,0.00000440,-0.00000440,0,0.023000,,,0,1.350,0.430,-0.430,0,,,,,0.000000,,,0,85.940,,,0
Kepler-198 d,Transit,,,,,,,,,1.393,0.075,-0.063,0,,,,,,,,,,,,
Kepler-198 d,Transit,1.31184443,0.00000133,-0.00000133,0,0.023100,,,0,1.380,0.530,-0.110,0,,,,,0.000000,,,0,88.810,,,0
Kepler-198 d,Transit,1.31184609,0.00000126,-0.00000126,0,,,,,,,,,,,,,,,,,,,,
Kepler-199 b,Transit,23.63688300,0.00009200,-0.00009200,0,0.161000,,,0,3.800,1.200,-1.200,0,,,,,0.000000,,,0,89.950,,,0
Kepler-199 b,Transit,23.64210501,0.00001546,-0.00001546,0,,,,,,,,,,,,,,,,,,,,
Kepler-199 b,Transit,23.64219092,0.00002467,-0.00002467,0,0.160200,,,0,3.870,1.490,-0.610,0,,,,,0.000000,,,0,89.950,,,0
Kepler-199 b,Transit,23.64219092,0.00002467,-0.00002467,0,0.160200,,,0,3.870,1.490,-0.610,0,,,,,0.000000,,,0,89.950,,,0
Kepler-199 b,Transit,23.64219650,0.00003160,-0.00003160,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-199 b,Transit,23.64219092,0.00002467,-0.00002467,0,,,,,2.960,0.070,-0.060,0,,,,,,,,,,,,
Kepler-199 b,Transit,23.63760400,0.00005000,-0.00005000,0,0.158000,,,0,3.110,0.560,-0.560,0,,,,,,,,,,,,
Kepler-199 b,Transit,,,,,,,,,3.027,0.143,-0.125,0,,,,,,,,,,,,
Kepler-199 b,Transit,23.64219092,0.00002467,-0.00002467,0,0.160200,,,0,3.870,1.490,-0.610,0,,,,,0.000000,,,0,89.950,,,0
Kepler-199 b,Transit,23.64219650,0.00003160,-0.00003160,0,0.160200,,,0,2.900,0.400,-0.140,0,,,,,0.000000,,,0,89.970,,,0
Kepler-199 c,Transit,67.09329970,0.00013530,-0.00013530,0,0.321100,,,0,4.060,1.570,-0.630,0,,,,,0.000000,,,0,89.950,,,0
Kepler-199 c,Transit,67.09331096,0.00010075,-0.00010075,0,,,,,,,,,,,,,,,,,,,,
Kepler-199 c,Transit,67.09340800,0.00019000,-0.00019000,0,0.316000,,,0,3.250,0.580,-0.580,0,,,,,,,,,,,,
Kepler-199 c,Transit,,,,,,,,,3.655,0.221,-0.396,0,,,,,,,,,,,,
Kepler-199 c,Transit,67.09342695,0.00000190,-0.00000190,0,,,,,,,,,,,,,,,,,,,,
Kepler-199 c,Transit,67.09329970,0.00013530,-0.00013530,0,0.321100,,,0,4.060,1.570,-0.630,0,,,,,0.000000,,,0,89.950,,,0
Kepler-199 c,Transit,67.09306420,0.00017850,-0.00017850,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-199 c,Transit,67.09350000,0.00042000,-0.00042000,0,0.324000,,,0,3.900,1.300,-1.300,0,,,,,0.000000,,,0,89.950,,,0
Kepler-199 c,Transit,67.09329970,0.00013530,-0.00013530,0,,,,,3.150,0.080,-0.070,0,,,,,,,,,,,,
Kepler-199 c,Transit,67.09329970,0.00013530,-0.00013530,0,0.321100,,,0,4.060,1.570,-0.630,0,,,,,0.000000,,,0,89.950,,,0
Kepler-199 c,Transit,67.09306420,0.00017850,-0.00017850,0,0.321100,,,0,3.510,0.480,-0.170,0,,,,,0.000000,,,0,88.930,,,0
Kepler-20 b,Transit,3.69611967,0.00000231,-0.00000231,0,0.044800,,,0,2.110,0.370,-0.170,0,,,,,0.000000,,,0,82.510,,,0
Kepler-20 b,Transit,3.69612127,0.00000239,-0.00000239,0,0.044800,,,0,1.780,0.190,-0.160,0,,,,,0.000000,,,0,89.920,,,0
Kepler-20 b,Transit,3.69611757,0.00000066,-0.00000066,0,,,,,,,,,,,,,,,,,,,,
Kepler-20 b,Transit,3.69612127,0.00000239,-0.00000239,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-20 b,Transit,3.69610487,0.00000156,-0.00000156,0,,,,,,,,,,,,,,,,,,,,
Kepler-20 b,Transit,3.69611967,0.00000231,-0.00000231,0,0.044800,,,0,2.110,0.370,-0.170,0,,,,,0.000000,,,0,82.510,,,0
Kepler-20 b,Transit,3.69611967,0.00000231,-0.00000231,0,0.044800,,,0,2.110,0.370,-0.170,0,,,,,0.000000,,,0,82.510,,,0
Kepler-20 b,Transit,3.69612190,0.00000430,-0.00000640,0,0.045370,0.000540,-0.000600,0,1.910,0.120,-0.210,0,8.70000,2.10000,-2.20000,0,0.320000,,,1,86.500,0.360,-0.310,0
Kepler-20 b,Transit,3.69611967,0.00000231,-0.00000231,0,,,,,2.130,0.220,-0.260,0,,,,,,,,,,,,
Kepler-20 b,Transit,3.69611525,0.00000115,-0.00000087,0,0.046300,0.000900,-0.001500,0,1.868,0.066,-0.034,0,9.70000,1.41000,-1.44000,0,0.030000,0.090000,-0.030000,0,87.355,0.215,-1.594,0
Kepler-20 b,Transit,,,,,,,,,1.708,0.080,-0.068,0,,,,,,,,,,,,
Kepler-20 b,Transit,3.69611590,0.00000440,-0.00000440,0,0.045000,,,0,1.970,0.160,-0.160,0,,,,,0.000000,,,0,85.370,,,0
Kepler-20 c,Transit,10.85407744,0.00000209,-0.00000209,0,,,,,,,,,,,,,,,,,,,,
Kepler-20 c,Transit,,,,,,,,,2.868,0.188,-0.124,0,,,,,,,,,,,,
Kepler-20 c,Transit,10.85409089,0.00000303,-0.00000260,0,0.094900,0.002700,-0.002300,0,3.047,0.064,-0.056,0,12.75000,2.17000,-2.24000,0,0.160000,0.010000,-0.090000,0,89.815,0.036,-0.632,0
Kepler-20 c,Transit,10.85409200,0.00001300,-0.00001300,0,0.093000,0.001100,-0.001100,0,3.070,0.200,-0.310,0,16.10000,3.30000,-3.70000,0,0.400000,,,1,88.390,0.160,-0.140,0
Kepler-20 c,Transit,10.85410020,0.00000051,-0.00000051,0,,,,,,,,,,,,,,,,,,,,
Kepler-20 c,Transit,10.85408940,0.00000840,-0.00000840,0,0.093000,,,0,3.170,0.260,-0.260,0,,,,,0.000000,,,0,87.660,,,0
Kepler-20 c,Transit,10.85409593,0.00000498,-0.00000498,0,0.091900,,,0,2.990,0.330,-0.270,0,,,,,0.000000,,,0,88.830,,,0
Kepler-20 c,Transit,10.85409783,0.00000440,-0.00000440,0,0.091900,,,0,3.030,0.530,-0.240,0,,,,,0.000000,,,0,88.810,,,0
Kepler-20 c,Transit,10.85409783,0.00000440,-0.00000440,0,,,,,3.040,0.290,-0.170,0,,,,,,,,,,,,
Kepler-20 c,Transit,10.85409783,0.00000440,-0.00000440,0,0.091900,,,0,3.030,0.530,-0.240,0,,,,,0.000000,,,0,88.810,,,0
Kepler-20 c,Transit,10.85409783,0.00000440,-0.00000440,0,0.091900,,,0,3.030,0.530,-0.240,0,,,,,0.000000,,,0,88.810,,,0
Kepler-20 c,Transit,10.85409593,0.00000498,-0.00000498,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-20 d,Transit,77.61159870,0.00013570,-0.00013570,0,0.341100,,,0,2.620,0.460,-0.210,0,,,,,0.000000,,,0,89.950,,,0
Kepler-20 d,Transit,77.61184000,0.00015000,-0.00037000,0,0.345300,0.004100,-0.004600,0,2.750,0.170,-0.300,0,20.10000,,,1,0.600000,,,1,89.570,0.043,-0.048,0
Kepler-20 d,Transit,77.61144270,0.00015360,-0.00015360,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-20 d,Transit,,,,,,,,,2.488,0.119,-0.102,0,,,,,,,,,,,,
Kepler-20 d,Transit,77.61159870,0.00013570,-0.00013570,0,,,,,2.630,0.210,-0.150,0,,,,,,,,,,,,
Kepler-20 d,Transit,77.61159870,0.00013570,-0.00013570,0,0.341100,,,0,2.620,0.460,-0.210,0,,,,,0.000000,,,0,89.950,,,0
Kepler-20 d,Transit,77.61144270,0.00015360,-0.00015360,0,0.341100,,,0,2.590,0.290,-0.230,0,,,,,0.000000,,,0,89.940,,,0
Kepler-20 d,Transit,77.61130017,0.00012305,-0.00011588,0,0.350600,0.008100,-0.010100,0,2.744,0.073,-0.055,0,10.07000,3.97000,-3.70000,0,,,,,89.708,0.165,-0.053,0
Kepler-20 d,Transit,77.61153000,0.00023000,-0.00023000,0,0.344000,,,0,2.840,0.230,-0.230,0,,,,,0.000000,,,0,89.380,,,0
Kepler-20 d,Transit,77.61159870,0.00013570,-0.00013570,0,0.341100,,,0,2.620,0.460,-0.210,0,,,,,0.000000,,,0,89.950,,,0
Kepler-20 d,Transit,77.61145505,0.00009586,-0.00009586,0,,,,,,,,,,,,,,,,,,,,
Kepler-20 d,Transit,77.61154162,0.00000291,-0.00000291,0,,,,,,,,,,,,,,,,,,,,
Kepler-20 e,Transit,6.09853672,0.00002838,-0.00002838,0,0.062600,,,0,0.820,0.150,-0.060,0,,,,,0.000000,,,0,87.660,,,0
Kepler-20 e,Transit,6.09852281,0.00000608,-0.00001351,0,0.063900,0.001900,-0.001400,0,0.865,0.026,-0.028,0,,,,,,,,,87.632,1.085,-0.128,0
Kepler-20 e,Transit,6.09849300,0.00006500,-0.00006500,0,,,,,0.868,0.074,-0.096,0,3.08000,,,1,0.280000,,,1,87.500,0.330,-0.340,0
Kepler-20 e,Transit,6.09853672,0.00002838,-0.00002838,0,0.062600,,,0,0.820,0.150,-0.060,0,,,,,0.000000,,,0,87.660,,,0
Kepler-20 e,Transit,6.09855603,0.00002536,-0.00002536,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-20 e,Transit,6.09853672,0.00002838,-0.00002838,0,,,,,0.810,0.190,-0.060,0,,,,,,,,,,,,
Kepler-20 e,Transit,6.09853672,0.00002838,-0.00002838,0,0.062600,,,0,0.820,0.150,-0.060,0,,,,,0.000000,,,0,87.660,,,0
Kepler-20 e,Transit,6.09848823,0.00000985,-0.00000985,0,,,,,,,,,,,,,,,,,,,,
Kepler-20 e,Transit,6.09849600,0.00004400,-0.00004400,0,0.063000,,,0,0.910,0.080,-0.080,0,,,,,0.000000,,,0,86.520,,,0
Kepler-20 e,Transit,6.09855603,0.00002536,-0.00002536,0,0.062600,,,0,0.840,0.090,-0.080,0,,,,,0.000000,,,0,89.220,,,0
Kepler-20 e,Transit,,,,,,,,,0.805,0.047,-0.039,0,,,,,,,,,,,,
Kepler-20 f,Transit,19.57758478,0.00009037,-0.00012256,0,0.139600,0.003600,-0.003500,0,1.003,0.050,-0.089,0,,,,,,,,,88.788,0.426,-0.072,0
Kepler-20 f,Transit,19.57760730,0.00014270,-0.00014270,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-20 f,Transit,19.57760730,0.00014270,-0.00014270,0,0.136200,,,0,0.900,0.100,-0.080,0,,,,,0.000000,,,0,89.940,,,0
Kepler-20 f,Transit,19.57706000,0.00052000,-0.00052000,0,,,,,1.030,0.100,-0.130,0,14.30000,,,1,0.320000,,,1,88.680,0.140,-0.170,0
Kepler-20 f,Transit,19.57762860,0.00012400,-0.00012400,0,0.136200,,,0,0.990,0.180,-0.080,0,,,,,0.000000,,,0,89.380,,,0
Kepler-20 f,Transit,19.57778827,0.00001165,-0.00001165,0,,,,,,,,,,,,,,,,,,,,
Kepler-20 f,Transit,19.57762860,0.00012400,-0.00012400,0,0.136200,,,0,0.990,0.180,-0.080,0,,,,,0.000000,,,0,89.380,,,0
Kepler-20 f,Transit,19.57709000,0.00020000,-0.00020000,0,0.137000,,,0,1.030,0.090,-0.090,0,,,,,0.000000,,,0,88.240,,,0
Kepler-20 f,Transit,,,,,,,,,0.863,0.057,-0.046,0,,,,,,,,,,,,
Kepler-20 f,Transit,19.57762860,0.00012400,-0.00012400,0,0.136200,,,0,0.990,0.180,-0.080,0,,,,,0.000000,,,0,89.380,,,0
Kepler-20 f,Transit,19.57762860,0.00012400,-0.00012400,0,,,,,1.020,0.090,-0.070,0,,,,,,,,,,,,
Kepler-20 f,Transit,19.57832769,0.00004757,-0.00004757,0,,,,,,,,,,,,,,,,,,,,
Kepler-200 b,Transit,8.59480500,0.00003600,-0.00003600,0,0.080000,,,0,2.130,0.410,-0.410,0,,,,,,,,,,,,
Kepler-200 b,Transit,8.59479202,0.00002466,-0.00002466,0,0.083200,,,0,2.920,1.450,-0.590,0,,,,,0.000000,,,0,83.080,,,0
Kepler-200 b,Transit,8.59481851,0.00002572,-0.00002572,0,0.078700,,,0,1.750,0.230,-0.130,0,,,,,0.000000,,,0,87.840,,,0
Kepler-200 b,Transit,8.59476571,0.00000436,-0.00000436,0,,,,,,,,,,,,,,,,,,,,
Kepler-200 b,Transit,8.59479202,0.00002466,-0.00002466,0,0.083200,,,0,2.920,1.450,-0.590,0,,,,,0.000000,,,0,83.080,,,0
Kepler-200 b,Transit,8.59481851,0.00002572,-0.00002572,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-200 b,Transit,8.59479202,0.00002466,-0.00002466,0,0.083200,,,0,2.920,1.450,-0.590,0,,,,,0.000000,,,0,83.080,,,0
Kepler-200 b,Transit,8.59479202,0.00002466,-0.00002466,0,,,,,2.190,0.150,-0.380,0,,,,,,,,,,,,
Kepler-200 b,Transit,8.59490775,0.00002118,-0.00002118,0,,,,,,,,,,,,,,,,,,,,
Kepler-200 b,Transit,8.59477700,0.00004600,-0.00004600,0,0.083000,,,0,2.540,0.840,-0.840,0,,,,,0.000000,,,0,87.090,,,0
Kepler-200 b,Transit,,,,,,,,,1.894,0.323,-0.117,0,,,,,,,,,,,,
Kepler-200 c,Transit,10.22214214,0.00003334,-0.00003334,0,,,,,1.460,0.150,-0.090,0,,,,,,,,,,,,
Kepler-200 c,Transit,10.22214214,0.00003334,-0.00003334,0,0.093400,,,0,1.990,0.990,-0.400,0,,,,,0.000000,,,0,89.950,,,0
Kepler-200 c,Transit,10.22215700,0.00005300,-0.00005300,0,0.090000,,,0,1.590,0.290,-0.290,0,,,,,,,,,,,,
Kepler-200 c,Transit,10.22215697,0.00003434,-0.00003434,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-200 c,Transit,10.22214214,0.00003334,-0.00003334,0,0.093400,,,0,1.990,0.990,-0.400,0,,,,,0.000000,,,0,89.950,,,0
Kepler-200 c,Transit,10.22215697,0.00003434,-0.00003434,0,0.088300,,,0,1.720,0.230,-0.130,0,,,,,0.000000,,,0,88.230,,,0
Kepler-200 c,Transit,,,,,,,,,1.860,0.317,-0.355,0,,,,,,,,,,,,
Kepler-200 c,Transit,10.22214214,0.00003334,-0.00003334,0,0.093400,,,0,1.990,0.990,-0.400,0,,,,,0.000000,,,0,89.950,,,0
Kepler-200 c,Transit,10.22208400,0.00007100,-0.00007100,0,0.093000,,,0,2.900,1.100,-1.100,0,,,,,0.000000,,,0,86.520,,,0
Kepler-200 c,Transit,10.22219028,0.00004120,-0.00004120,0,,,,,,,,,,,,,,,,,,,,
Kepler-201 b,Transit,25.67212848,0.00005538,-0.00005538,0,0.175800,,,0,2.730,0.590,-0.340,0,,,,,0.000000,,,0,87.660,,,0
Kepler-201 b,Transit,25.67212848,0.00005538,-0.00005538,0,0.175800,,,0,2.730,0.590,-0.340,0,,,,,0.000000,,,0,87.660,,,0
Kepler-201 b,Transit,25.67216477,0.00004512,-0.00004512,0,,,,,,,,,,,,,,,,,,,,
Kepler-201 b,Transit,25.67209545,0.00000200,-0.00000200,0,,,,,,,,,,,,,,,,,,,,
Kepler-201 b,Transit,25.67208300,0.00007500,-0.00007500,0,0.175000,,,0,2.460,0.480,-0.480,0,,,,,,,,,,,,
Kepler-201 b,Transit,,,,,,,,,2.880,0.193,-0.380,0,,,,,,,,,,,,
Kepler-201 b,Transit,25.67215590,0.00005329,-0.00005329,0,0.179000,,,0,2.680,0.420,-0.250,0,,,,,0.000000,,,0,87.200,,,0
Kepler-201 b,Transit,25.67215590,0.00005329,-0.00005329,0,,,,0,,,,0,,,,,,,,0,,,,0
Kepler-201 b,Transit,25.67210000,0.00018000,-0.00018000,0,0.180000,,,0,2.770,0.330,-0.330,0,,,,,0.000000,,,0,87.660,,,0
Kepler-201 b,Transit,25.67212848,0.00005538,-0.00005538,0,0.175800,,,0,2.730,0.590,-0.340,0,,,,,0.000000,,,0,87.660,,,0
Kepler-201 b,Transit,25.67212848,0.00005538,-0.00005538,0,,,,,2.630,0.190,-0.260,0,,,,,,,,,,,,
Kepler-201 c,Transit,151.88619430,0.00099520,-0.00099520,0,0.575200,,,0,2.310,0.500,-0.280,0,,,,,0.000000,,,0,89.950,,,0
Kepler-201 c,Transit,151.88619430,0.00099520,-0.00099520,0,,,,,2.230,0.160,-0.120,0,,,,,,,,,,,,
